CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Pattern,Group
TSA,[80597394-138875014],[82711244-142050755],[85270104-145157046],[87926199-148185763],[90685977-151199564],[93534323-154056841],[96479620-156823451],[99528560-159477276],[102693004-162004081],[105995689-164487979],[109459181-167109832],[113270086-169390180],[117821286-171294713],[122565619-175758830],[127509099-182295211],[132621821-188990013],[137905348-195830315],[143368899-202825197],[149029915-209971118],[154913681-217260842],[161046127-224689978],[167094674-232155654],[171528659-239700363],[173459636-247330579],[175321738-255060577],[177239105-262871602],[179244877-270723529],[181215212-278618757],[183232441-286568238],[185333919-294566883],[187966119-302594782],[191509147-310596697],[195199459-318579889],[198806845-326572798],[202278113-334614900],[205718394-342686615],[209146726-350725260],[212694273-358866374],[216206090-367019621],[219721677-375100647],[223069137-383150507],[225792302-390700053],[228400290-402277602],[230876596-414500375],[233532722-426905546],[236200507-439452751],[238999326-452146011],[241795278-465000961],[244607104-478032864],[247276259-491238763],[249865648-504669493],[252305243-518338215],[254762355-532305930],[257182694-546566944],[259740511-561153840],[262332398-576065348],acf,12
SAS,[80597394-138875014],[82711244-142050755],[85270104-145157046],[87926199-148185763],[90685977-151199564],[93534323-154056841],[96479620-156823451],[99528560-159477276],[102693004-162004081],[105995689-164487979],[109459181-167109832],[113270086-169390180],[117821286-171294713],[122565619-175758830],[127509099-182295211],[132621821-188990013],[137905348-195830315],[143368899-202825197],[149029915-209971118],[154913681-217260842],[161046127-224689978],[167094674-232155654],[171528659-239700363],[173459636-247330579],[175321738-255060577],[177239105-262871602],[179244877-270723529],[181215212-278618757],[183232441-286568238],[185333919-294566883],[187966119-302594782],[191509147-310596697],[195199459-318579889],[198806845-326572798],[202278113-334614900],[205718394-342686615],[209146726-350725260],[212694273-358866374],[216206090-367019621],[219721677-375100647],[223069137-383150507],[225792302-390700053],[228400290-402277602],[230876596-414500375],[233532722-426905546],[236200507-439452751],[238999326-452146011],[241795278-465000961],[244607104-478032864],[247276259-491238763],[249865648-504669493],[252305243-518338215],[254762355-532305930],[257182694-546566944],[259740511-561153840],[262332398-576065348],acf,12
NAC,[80597394-138875014],[82711244-142050755],[85270104-145157046],[87926199-148185763],[90685977-151199564],[93534323-154056841],[96479620-156823451],[99528560-159477276],[102693004-162004081],[105995689-164487979],[109459181-167109832],[113270086-169390180],[117821286-171294713],[122565619-175758830],[127509099-182295211],[132621821-188990013],[137905348-195830315],[143368899-202825197],[149029915-209971118],[154913681-217260842],[161046127-224689978],[167094674-232155654],[171528659-239700363],[173459636-247330579],[175321738-255060577],[177239105-262871602],[179244877-270723529],[181215212-278618757],[183232441-286568238],[185333919-294566883],[187966119-302594782],[191509147-310596697],[195199459-318579889],[198806845-326572798],[202278113-334614900],[205718394-342686615],[209146726-350725260],[212694273-358866374],[216206090-367019621],[219721677-375100647],[223069137-383150507],[225792302-390700053],[228400290-402277602],[230876596-414500375],[233532722-426905546],[236200507-439452751],[238999326-452146011],[241795278-465000961],[244607104-478032864],[247276259-491238763],[249865648-504669493],[252305243-518338215],[254762355-532305930],[257182694-546566944],[259740511-561153840],[262332398-576065348],acf,12
LAC,[80597394-138875014],[82711244-142050755],[85270104-145157046],[87926199-148185763],[90685977-151199564],[93534323-154056841],[96479620-156823451],[99528560-159477276],[102693004-162004081],[105995689-164487979],[109459181-167109832],[113270086-169390180],[117821286-171294713],[122565619-175758830],[127509099-182295211],[132621821-188990013],[137905348-195830315],[143368899-202825197],[149029915-209971118],[154913681-217260842],[161046127-224689978],[167094674-232155654],[171528659-239700363],[173459636-247330579],[175321738-255060577],[177239105-262871602],[179244877-270723529],[181215212-278618757],[183232441-286568238],[185333919-294566883],[187966119-302594782],[191509147-310596697],[195199459-318579889],[198806845-326572798],[202278113-334614900],[205718394-342686615],[209146726-350725260],[212694273-358866374],[216206090-367019621],[219721677-375100647],[223069137-383150507],[225792302-390700053],[228400290-402277602],[230876596-414500375],[233532722-426905546],[236200507-439452751],[238999326-452146011],[241795278-465000961],[244607104-478032864],[247276259-491238763],[249865648-504669493],[252305243-518338215],[254762355-532305930],[257182694-546566944],[259740511-561153840],[262332398-576065348],acf,12
IND,[80597394-138875014],[82711244-142050755],[85270104-145157046],[87926199-148185763],[90685977-151199564],[93534323-154056841],[96479620-156823451],[99528560-159477276],[102693004-162004081],[105995689-164487979],[109459181-167109832],[113270086-169390180],[117821286-171294713],[122565619-175758830],[127509099-182295211],[132621821-188990013],[137905348-195830315],[143368899-202825197],[149029915-209971118],[154913681-217260842],[161046127-224689978],[167094674-232155654],[171528659-239700363],[173459636-247330579],[175321738-255060577],[177239105-262871602],[179244877-270723529],[181215212-278618757],[183232441-286568238],[185333919-294566883],[187966119-302594782],[191509147-310596697],[195199459-318579889],[198806845-326572798],[202278113-334614900],[205718394-342686615],[209146726-350725260],[212694273-358866374],[216206090-367019621],[219721677-375100647],[223069137-383150507],[225792302-390700053],[228400290-402277602],[230876596-414500375],[233532722-426905546],[236200507-439452751],[238999326-452146011],[241795278-465000961],[244607104-478032864],[247276259-491238763],[249865648-504669493],[252305243-518338215],[254762355-532305930],[257182694-546566944],[259740511-561153840],[262332398-576065348],acf,12
MEX,[18216444-51978188],[19090664-52609561],[19990513-53122383],[20946195-53664331],[21968403-54147106],[23072597-54659677],[24265202-55166778],[25546805-55468832],[27039436-55765529],[28712311-56259360],[30438739-56496072],[31929643-56645245],[33499205-58367725],[35131880-60809449],[36838558-63323592],[38608007-65914293],[40367317-68583915],[42193833-71325329],[44079678-74143582],[45897877-77036096],[47724871-80001713],[49652887-83033769],[51645838-86132191],[53776643-89275790],[56043220-92439275],[56485448-95596665],[56438249-98747090],[56204314-101884104],[57044790-105004752],[57469536-108100770],[58079842-112028208],[58625381-115936239],[59146205-118047124],[59553351-123298586],[59729328-128565430],[59858576-133894206],[59987869-139305832],[60024842-144878773],[59979781-150545853],[59985722-156398280],[60069483-162516555],[60208501-169222341],[60360131-176395079],[60442253-183952074],[60475342-191800090],[60495445-199946844],[60541749-208343888],[60626203-217019341],[60675256-226139007],[60683876-235616697],[60752899-245496176],[60929451-255800492],[60068439-266502246],[61509219-277596571],[60812999-289077744],[61304912-300933650],acf,13
LDC,[18216444-51978188],[19090664-52609561],[19990513-53122383],[20946195-53664331],[21968403-54147106],[23072597-54659677],[24265202-55166778],[25546805-55468832],[27039436-55765529],[28712311-56259360],[30438739-56496072],[31929643-56645245],[33499205-58367725],[35131880-60809449],[36838558-63323592],[38608007-65914293],[40367317-68583915],[42193833-71325329],[44079678-74143582],[45897877-77036096],[47724871-80001713],[49652887-83033769],[51645838-86132191],[53776643-89275790],[56043220-92439275],[56485448-95596665],[56438249-98747090],[56204314-101884104],[57044790-105004752],[57469536-108100770],[58079842-112028208],[58625381-115936239],[59146205-118047124],[59553351-123298586],[59729328-128565430],[59858576-133894206],[59987869-139305832],[60024842-144878773],[59979781-150545853],[59985722-156398280],[60069483-162516555],[60208501-169222341],[60360131-176395079],[60442253-183952074],[60475342-191800090],[60495445-199946844],[60541749-208343888],[60626203-217019341],[60675256-226139007],[60683876-235616697],[60752899-245496176],[60929451-255800492],[60068439-266502246],[61509219-277596571],[60812999-289077744],[61304912-300933650],acf,13
HPC,[18216444-51978188],[19090664-52609561],[19990513-53122383],[20946195-53664331],[21968403-54147106],[23072597-54659677],[24265202-55166778],[25546805-55468832],[27039436-55765529],[28712311-56259360],[30438739-56496072],[31929643-56645245],[33499205-58367725],[35131880-60809449],[36838558-63323592],[38608007-65914293],[40367317-68583915],[42193833-71325329],[44079678-74143582],[45897877-77036096],[47724871-80001713],[49652887-83033769],[51645838-86132191],[53776643-89275790],[56043220-92439275],[56485448-95596665],[56438249-98747090],[56204314-101884104],[57044790-105004752],[57469536-108100770],[58079842-112028208],[58625381-115936239],[59146205-118047124],[59553351-123298586],[59729328-128565430],[59858576-133894206],[59987869-139305832],[60024842-144878773],[59979781-150545853],[59985722-156398280],[60069483-162516555],[60208501-169222341],[60360131-176395079],[60442253-183952074],[60475342-191800090],[60495445-199946844],[60541749-208343888],[60626203-217019341],[60675256-226139007],[60683876-235616697],[60752899-245496176],[60929451-255800492],[60068439-266502246],[61509219-277596571],[60812999-289077744],[61304912-300933650],acf,13
DEU,[18216444-51978188],[19090664-52609561],[19990513-53122383],[20946195-53664331],[21968403-54147106],[23072597-54659677],[24265202-55166778],[25546805-55468832],[27039436-55765529],[28712311-56259360],[30438739-56496072],[31929643-56645245],[33499205-58367725],[35131880-60809449],[36838558-63323592],[38608007-65914293],[40367317-68583915],[42193833-71325329],[44079678-74143582],[45897877-77036096],[47724871-80001713],[49652887-83033769],[51645838-86132191],[53776643-89275790],[56043220-92439275],[56485448-95596665],[56438249-98747090],[56204314-101884104],[57044790-105004752],[57469536-108100770],[58079842-112028208],[58625381-115936239],[59146205-118047124],[59553351-123298586],[59729328-128565430],[59858576-133894206],[59987869-139305832],[60024842-144878773],[59979781-150545853],[59985722-156398280],[60069483-162516555],[60208501-169222341],[60360131-176395079],[60442253-183952074],[60475342-191800090],[60495445-199946844],[60541749-208343888],[60626203-217019341],[60675256-226139007],[60683876-235616697],[60752899-245496176],[60929451-255800492],[60068439-266502246],[61509219-277596571],[60812999-289077744],[61304912-300933650],acf,13
LIC,[18216444-51978188],[19090664-52609561],[19990513-53122383],[20946195-53664331],[21968403-54147106],[23072597-54659677],[24265202-55166778],[25546805-55468832],[27039436-55765529],[28712311-56259360],[30438739-56496072],[31929643-56645245],[33499205-58367725],[35131880-60809449],[36838558-63323592],[38608007-65914293],[40367317-68583915],[42193833-71325329],[44079678-74143582],[45897877-77036096],[47724871-80001713],[49652887-83033769],[51645838-86132191],[53776643-89275790],[56043220-92439275],[56485448-95596665],[56438249-98747090],[56204314-101884104],[57044790-105004752],[57469536-108100770],[58079842-112028208],[58625381-115936239],[59146205-118047124],[59553351-123298586],[59729328-128565430],[59858576-133894206],[59987869-139305832],[60024842-144878773],[59979781-150545853],[59985722-156398280],[60069483-162516555],[60208501-169222341],[60360131-176395079],[60442253-183952074],[60475342-191800090],[60495445-199946844],[60541749-208343888],[60626203-217019341],[60675256-226139007],[60683876-235616697],[60752899-245496176],[60929451-255800492],[60068439-266502246],[61509219-277596571],[60812999-289077744],[61304912-300933650],acf,13
ARB,[18216444-51978188],[19090664-52609561],[19990513-53122383],[20946195-53664331],[21968403-54147106],[23072597-54659677],[24265202-55166778],[25546805-55468832],[27039436-55765529],[28712311-56259360],[30438739-56496072],[31929643-56645245],[33499205-58367725],[35131880-60809449],[36838558-63323592],[38608007-65914293],[40367317-68583915],[42193833-71325329],[44079678-74143582],[45897877-77036096],[47724871-80001713],[49652887-83033769],[51645838-86132191],[53776643-89275790],[56043220-92439275],[56485448-95596665],[56438249-98747090],[56204314-101884104],[57044790-105004752],[57469536-108100770],[58079842-112028208],[58625381-115936239],[59146205-118047124],[59553351-123298586],[59729328-128565430],[59858576-133894206],[59987869-139305832],[60024842-144878773],[59979781-150545853],[59985722-156398280],[60069483-162516555],[60208501-169222341],[60360131-176395079],[60442253-183952074],[60475342-191800090],[60495445-199946844],[60541749-208343888],[60626203-217019341],[60675256-226139007],[60683876-235616697],[60752899-245496176],[60929451-255800492],[60068439-266502246],[61509219-277596571],[60812999-289077744],[61304912-300933650],acf,13
BRA,[18216444-51978188],[19090664-52609561],[19990513-53122383],[20946195-53664331],[21968403-54147106],[23072597-54659677],[24265202-55166778],[25546805-55468832],[27039436-55765529],[28712311-56259360],[30438739-56496072],[31929643-56645245],[33499205-58367725],[35131880-60809449],[36838558-63323592],[38608007-65914293],[40367317-68583915],[42193833-71325329],[44079678-74143582],[45897877-77036096],[47724871-80001713],[49652887-83033769],[51645838-86132191],[53776643-89275790],[56043220-92439275],[56485448-95596665],[56438249-98747090],[56204314-101884104],[57044790-105004752],[57469536-108100770],[58079842-112028208],[58625381-115936239],[59146205-118047124],[59553351-123298586],[59729328-128565430],[59858576-133894206],[59987869-139305832],[60024842-144878773],[59979781-150545853],[59985722-156398280],[60069483-162516555],[60208501-169222341],[60360131-176395079],[60442253-183952074],[60475342-191800090],[60495445-199946844],[60541749-208343888],[60626203-217019341],[60675256-226139007],[60683876-235616697],[60752899-245496176],[60929451-255800492],[60068439-266502246],[61509219-277596571],[60812999-289077744],[61304912-300933650],acf,13
TSS,[25156275-36900784],[26418162-38723996],[27759863-40652512],[29199454-42668038],[30748645-44806176],[32402307-47068429],[34102707-49360945],[35904703-51696525],[37849279-54101282],[39912820-56607919],[42056355-59226006],[44416391-61895519],[46916790-64667075],[49552278-67600132],[52325514-70620197],[55298443-73766133],[58497627-77074660],[61851350-80479983],[65346008-84045252],[68738595-87824923],[72090971-91841925],[75645514-96081035],[79299139-100528205],[83123940-105157249],[87205888-109887827],[91543586-114760601],[96056439-119737686],[100744080-124581511],[105558711-129269762],[110563765-133793155],[115721213-139647787],[119277689-144195196],[122901871-149899462],[126472025-156439675],[130124824-162881859],[133680715-169442644],[137241458-176157754],[140872082-183116608],[144606079-190248563],[148380146-197673792],[152134543-205433248],[155875873-213812198],[159624489-222371933],[163401929-231355198],[167251166-240760071],[171236887-250652457],[175351944-261010861],[179513994-271874512],[183757132-283370986],[188102963-295357054],[192537947-307853891],[197076048-320839096],[201705691-334329591],[206422226-348311371],[211209845-362790692],[216058789-377763838],acf,14
MNA,[25156275-36900784],[26418162-38723996],[27759863-40652512],[29199454-42668038],[30748645-44806176],[32402307-47068429],[34102707-49360945],[35904703-51696525],[37849279-54101282],[39912820-56607919],[42056355-59226006],[44416391-61895519],[46916790-64667075],[49552278-67600132],[52325514-70620197],[55298443-73766133],[58497627-77074660],[61851350-80479983],[65346008-84045252],[68738595-87824923],[72090971-91841925],[75645514-96081035],[79299139-100528205],[83123940-105157249],[87205888-109887827],[91543586-114760601],[96056439-119737686],[100744080-124581511],[105558711-129269762],[110563765-133793155],[115721213-139647787],[119277689-144195196],[122901871-149899462],[126472025-156439675],[130124824-162881859],[133680715-169442644],[137241458-176157754],[140872082-183116608],[144606079-190248563],[148380146-197673792],[152134543-205433248],[155875873-213812198],[159624489-222371933],[163401929-231355198],[167251166-240760071],[171236887-250652457],[175351944-261010861],[179513994-271874512],[183757132-283370986],[188102963-295357054],[192537947-307853891],[197076048-320839096],[201705691-334329591],[206422226-348311371],[211209845-362790692],[216058789-377763838],acf,14
MEA,[25156275-36900784],[26418162-38723996],[27759863-40652512],[29199454-42668038],[30748645-44806176],[32402307-47068429],[34102707-49360945],[35904703-51696525],[37849279-54101282],[39912820-56607919],[42056355-59226006],[44416391-61895519],[46916790-64667075],[49552278-67600132],[52325514-70620197],[55298443-73766133],[58497627-77074660],[61851350-80479983],[65346008-84045252],[68738595-87824923],[72090971-91841925],[75645514-96081035],[79299139-100528205],[83123940-105157249],[87205888-109887827],[91543586-114760601],[96056439-119737686],[100744080-124581511],[105558711-129269762],[110563765-133793155],[115721213-139647787],[119277689-144195196],[122901871-149899462],[126472025-156439675],[130124824-162881859],[133680715-169442644],[137241458-176157754],[140872082-183116608],[144606079-190248563],[148380146-197673792],[152134543-205433248],[155875873-213812198],[159624489-222371933],[163401929-231355198],[167251166-240760071],[171236887-250652457],[175351944-261010861],[179513994-271874512],[183757132-283370986],[188102963-295357054],[192537947-307853891],[197076048-320839096],[201705691-334329591],[206422226-348311371],[211209845-362790692],[216058789-377763838],acf,14
PRE,[25156275-36900784],[26418162-38723996],[27759863-40652512],[29199454-42668038],[30748645-44806176],[32402307-47068429],[34102707-49360945],[35904703-51696525],[37849279-54101282],[39912820-56607919],[42056355-59226006],[44416391-61895519],[46916790-64667075],[49552278-67600132],[52325514-70620197],[55298443-73766133],[58497627-77074660],[61851350-80479983],[65346008-84045252],[68738595-87824923],[72090971-91841925],[75645514-96081035],[79299139-100528205],[83123940-105157249],[87205888-109887827],[91543586-114760601],[96056439-119737686],[100744080-124581511],[105558711-129269762],[110563765-133793155],[115721213-139647787],[119277689-144195196],[122901871-149899462],[126472025-156439675],[130124824-162881859],[133680715-169442644],[137241458-176157754],[140872082-183116608],[144606079-190248563],[148380146-197673792],[152134543-205433248],[155875873-213812198],[159624489-222371933],[163401929-231355198],[167251166-240760071],[171236887-250652457],[175351944-261010861],[179513994-271874512],[183757132-283370986],[188102963-295357054],[192537947-307853891],[197076048-320839096],[201705691-334329591],[206422226-348311371],[211209845-362790692],[216058789-377763838],acf,14
TMN,[25156275-36900784],[26418162-38723996],[27759863-40652512],[29199454-42668038],[30748645-44806176],[32402307-47068429],[34102707-49360945],[35904703-51696525],[37849279-54101282],[39912820-56607919],[42056355-59226006],[44416391-61895519],[46916790-64667075],[49552278-67600132],[52325514-70620197],[55298443-73766133],[58497627-77074660],[61851350-80479983],[65346008-84045252],[68738595-87824923],[72090971-91841925],[75645514-96081035],[79299139-100528205],[83123940-105157249],[87205888-109887827],[91543586-114760601],[96056439-119737686],[100744080-124581511],[105558711-129269762],[110563765-133793155],[115721213-139647787],[119277689-144195196],[122901871-149899462],[126472025-156439675],[130124824-162881859],[133680715-169442644],[137241458-176157754],[140872082-183116608],[144606079-190248563],[148380146-197673792],[152134543-205433248],[155875873-213812198],[159624489-222371933],[163401929-231355198],[167251166-240760071],[171236887-250652457],[175351944-261010861],[179513994-271874512],[183757132-283370986],[188102963-295357054],[192537947-307853891],[197076048-320839096],[201705691-334329591],[206422226-348311371],[211209845-362790692],[216058789-377763838],acf,14
SSF,[25156275-36900784],[26418162-38723996],[27759863-40652512],[29199454-42668038],[30748645-44806176],[32402307-47068429],[34102707-49360945],[35904703-51696525],[37849279-54101282],[39912820-56607919],[42056355-59226006],[44416391-61895519],[46916790-64667075],[49552278-67600132],[52325514-70620197],[55298443-73766133],[58497627-77074660],[61851350-80479983],[65346008-84045252],[68738595-87824923],[72090971-91841925],[75645514-96081035],[79299139-100528205],[83123940-105157249],[87205888-109887827],[91543586-114760601],[96056439-119737686],[100744080-124581511],[105558711-129269762],[110563765-133793155],[115721213-139647787],[119277689-144195196],[122901871-149899462],[126472025-156439675],[130124824-162881859],[133680715-169442644],[137241458-176157754],[140872082-183116608],[144606079-190248563],[148380146-197673792],[152134543-205433248],[155875873-213812198],[159624489-222371933],[163401929-231355198],[167251166-240760071],[171236887-250652457],[175351944-261010861],[179513994-271874512],[183757132-283370986],[188102963-295357054],[192537947-307853891],[197076048-320839096],[201705691-334329591],[206422226-348311371],[211209845-362790692],[216058789-377763838],acf,14
SSA,[25156275-36900784],[26418162-38723996],[27759863-40652512],[29199454-42668038],[30748645-44806176],[32402307-47068429],[34102707-49360945],[35904703-51696525],[37849279-54101282],[39912820-56607919],[42056355-59226006],[44416391-61895519],[46916790-64667075],[49552278-67600132],[52325514-70620197],[55298443-73766133],[58497627-77074660],[61851350-80479983],[65346008-84045252],[68738595-87824923],[72090971-91841925],[75645514-96081035],[79299139-100528205],[83123940-105157249],[87205888-109887827],[91543586-114760601],[96056439-119737686],[100744080-124581511],[105558711-129269762],[110563765-133793155],[115721213-139647787],[119277689-144195196],[122901871-149899462],[126472025-156439675],[130124824-162881859],[133680715-169442644],[137241458-176157754],[140872082-183116608],[144606079-190248563],[148380146-197673792],[152134543-205433248],[155875873-213812198],[159624489-222371933],[163401929-231355198],[167251166-240760071],[171236887-250652457],[175351944-261010861],[179513994-271874512],[183757132-283370986],[188102963-295357054],[192537947-307853891],[197076048-320839096],[201705691-334329591],[206422226-348311371],[211209845-362790692],[216058789-377763838],acf,14
PLW,[86849-231875822],[92415-239265536],[99891-247996105],[108019-258935815],[116900-270135745],[126605-276415051],[137252-283511762],[148886-293056968],[161462-304358319],[174804-316129388],[188838-328402247],[205083-341414193],[222143-355665323],[240043-370532408],[259017-385917647],[279191-399839313],[300656-416077886],[323326-432807110],[347263-450221075],[372401-468399608],[398722-487719377],[426128-508123320],[447636-528219775],[470085-549082091],[493548-570610312],[517993-592748499],[543480-615358612],[569970-638217335],[598686-661445848],[628193-684940329],[658427-709872705],[689296-732848463],[720789-755643540],[752881-778550859],[785648-801814836],[818726-825467053],[852113-849523524],[885754-873976526],[919475-898774213],[953032-923795096],[986248-949107839],[1019062-974096484],[1051529-999980208],[1083868-1026096233],[1116383-1052664865],[1149355-1079715371],[1182817-1107309745],[1216741-1135397636],[1251147-1164136041],[1286032-1193359447],[1321393-1223111469],[1357218-1253292919],[1393522-1283857496],[1430161-1314881126],[1466925-1346375962],[1503695-1378307567],acf,15
LMC,[86849-231875822],[92415-239265536],[99891-247996105],[108019-258935815],[116900-270135745],[126605-276415051],[137252-283511762],[148886-293056968],[161462-304358319],[174804-316129388],[188838-328402247],[205083-341414193],[222143-355665323],[240043-370532408],[259017-385917647],[279191-399839313],[300656-416077886],[323326-432807110],[347263-450221075],[372401-468399608],[398722-487719377],[426128-508123320],[447636-528219775],[470085-549082091],[493548-570610312],[517993-592748499],[543480-615358612],[569970-638217335],[598686-661445848],[628193-684940329],[658427-709872705],[689296-732848463],[720789-755643540],[752881-778550859],[785648-801814836],[818726-825467053],[852113-849523524],[885754-873976526],[919475-898774213],[953032-923795096],[986248-949107839],[1019062-974096484],[1051529-999980208],[1083868-1026096233],[1116383-1052664865],[1149355-1079715371],[1182817-1107309745],[1216741-1135397636],[1251147-1164136041],[1286032-1193359447],[1321393-1223111469],[1357218-1253292919],[1393522-1283857496],[1430161-1314881126],[1466925-1346375962],[1503695-1378307567],acf,15
SEN,[86849-231875822],[92415-239265536],[99891-247996105],[108019-258935815],[116900-270135745],[126605-276415051],[137252-283511762],[148886-293056968],[161462-304358319],[174804-316129388],[188838-328402247],[205083-341414193],[222143-355665323],[240043-370532408],[259017-385917647],[279191-399839313],[300656-416077886],[323326-432807110],[347263-450221075],[372401-468399608],[398722-487719377],[426128-508123320],[447636-528219775],[470085-549082091],[493548-570610312],[517993-592748499],[543480-615358612],[569970-638217335],[598686-661445848],[628193-684940329],[658427-709872705],[689296-732848463],[720789-755643540],[752881-778550859],[785648-801814836],[818726-825467053],[852113-849523524],[885754-873976526],[919475-898774213],[953032-923795096],[986248-949107839],[1019062-974096484],[1051529-999980208],[1083868-1026096233],[1116383-1052664865],[1149355-1079715371],[1182817-1107309745],[1216741-1135397636],[1251147-1164136041],[1286032-1193359447],[1321393-1223111469],[1357218-1253292919],[1393522-1283857496],[1430161-1314881126],[1466925-1346375962],[1503695-1378307567],acf,15
EAS,[86849-231875822],[92415-239265536],[99891-247996105],[108019-258935815],[116900-270135745],[126605-276415051],[137252-283511762],[148886-293056968],[161462-304358319],[174804-316129388],[188838-328402247],[205083-341414193],[222143-355665323],[240043-370532408],[259017-385917647],[279191-399839313],[300656-416077886],[323326-432807110],[347263-450221075],[372401-468399608],[398722-487719377],[426128-508123320],[447636-528219775],[470085-549082091],[493548-570610312],[517993-592748499],[543480-615358612],[569970-638217335],[598686-661445848],[628193-684940329],[658427-709872705],[689296-732848463],[720789-755643540],[752881-778550859],[785648-801814836],[818726-825467053],[852113-849523524],[885754-873976526],[919475-898774213],[953032-923795096],[986248-949107839],[1019062-974096484],[1051529-999980208],[1083868-1026096233],[1116383-1052664865],[1149355-1079715371],[1182817-1107309745],[1216741-1135397636],[1251147-1164136041],[1286032-1193359447],[1321393-1223111469],[1357218-1253292919],[1393522-1283857496],[1430161-1314881126],[1466925-1346375962],[1503695-1378307567],acf,15
TEA,[86849-231875822],[92415-239265536],[99891-247996105],[108019-258935815],[116900-270135745],[126605-276415051],[137252-283511762],[148886-293056968],[161462-304358319],[174804-316129388],[188838-328402247],[205083-341414193],[222143-355665323],[240043-370532408],[259017-385917647],[279191-399839313],[300656-416077886],[323326-432807110],[347263-450221075],[372401-468399608],[398722-487719377],[426128-508123320],[447636-528219775],[470085-549082091],[493548-570610312],[517993-592748499],[543480-615358612],[569970-638217335],[598686-661445848],[628193-684940329],[658427-709872705],[689296-732848463],[720789-755643540],[752881-778550859],[785648-801814836],[818726-825467053],[852113-849523524],[885754-873976526],[919475-898774213],[953032-923795096],[986248-949107839],[1019062-974096484],[1051529-999980208],[1083868-1026096233],[1116383-1052664865],[1149355-1079715371],[1182817-1107309745],[1216741-1135397636],[1251147-1164136041],[1286032-1193359447],[1321393-1223111469],[1357218-1253292919],[1393522-1283857496],[1430161-1314881126],[1466925-1346375962],[1503695-1378307567],acf,15
SDN,[86849-231875822],[92415-239265536],[99891-247996105],[108019-258935815],[116900-270135745],[126605-276415051],[137252-283511762],[148886-293056968],[161462-304358319],[174804-316129388],[188838-328402247],[205083-341414193],[222143-355665323],[240043-370532408],[259017-385917647],[279191-399839313],[300656-416077886],[323326-432807110],[347263-450221075],[372401-468399608],[398722-487719377],[426128-508123320],[447636-528219775],[470085-549082091],[493548-570610312],[517993-592748499],[543480-615358612],[569970-638217335],[598686-661445848],[628193-684940329],[658427-709872705],[689296-732848463],[720789-755643540],[752881-778550859],[785648-801814836],[818726-825467053],[852113-849523524],[885754-873976526],[919475-898774213],[953032-923795096],[986248-949107839],[1019062-974096484],[1051529-999980208],[1083868-1026096233],[1116383-1052664865],[1149355-1079715371],[1182817-1107309745],[1216741-1135397636],[1251147-1164136041],[1286032-1193359447],[1321393-1223111469],[1357218-1253292919],[1393522-1283857496],[1430161-1314881126],[1466925-1346375962],[1503695-1378307567],acf,15
EAP,[86849-231875822],[92415-239265536],[99891-247996105],[108019-258935815],[116900-270135745],[126605-276415051],[137252-283511762],[148886-293056968],[161462-304358319],[174804-316129388],[188838-328402247],[205083-341414193],[222143-355665323],[240043-370532408],[259017-385917647],[279191-399839313],[300656-416077886],[323326-432807110],[347263-450221075],[372401-468399608],[398722-487719377],[426128-508123320],[447636-528219775],[470085-549082091],[493548-570610312],[517993-592748499],[543480-615358612],[569970-638217335],[598686-661445848],[628193-684940329],[658427-709872705],[689296-732848463],[720789-755643540],[752881-778550859],[785648-801814836],[818726-825467053],[852113-849523524],[885754-873976526],[919475-898774213],[953032-923795096],[986248-949107839],[1019062-974096484],[1051529-999980208],[1083868-1026096233],[1116383-1052664865],[1149355-1079715371],[1182817-1107309745],[1216741-1135397636],[1251147-1164136041],[1286032-1193359447],[1321393-1223111469],[1357218-1253292919],[1393522-1283857496],[1430161-1314881126],[1466925-1346375962],[1503695-1378307567],acf,15
EAR,[86849-231875822],[92415-239265536],[99891-247996105],[108019-258935815],[116900-270135745],[126605-276415051],[137252-283511762],[148886-293056968],[161462-304358319],[174804-316129388],[188838-328402247],[205083-341414193],[222143-355665323],[240043-370532408],[259017-385917647],[279191-399839313],[300656-416077886],[323326-432807110],[347263-450221075],[372401-468399608],[398722-487719377],[426128-508123320],[447636-528219775],[470085-549082091],[493548-570610312],[517993-592748499],[543480-615358612],[569970-638217335],[598686-661445848],[628193-684940329],[658427-709872705],[689296-732848463],[720789-755643540],[752881-778550859],[785648-801814836],[818726-825467053],[852113-849523524],[885754-873976526],[919475-898774213],[953032-923795096],[986248-949107839],[1019062-974096484],[1051529-999980208],[1083868-1026096233],[1116383-1052664865],[1149355-1079715371],[1182817-1107309745],[1216741-1135397636],[1251147-1164136041],[1286032-1193359447],[1321393-1223111469],[1357218-1253292919],[1393522-1283857496],[1430161-1314881126],[1466925-1346375962],[1503695-1378307567],acf,15
