Product_Code	W0	W1	W2	W3	W4	W5	W6	W7	W8	W9	W10	W11	W12	W13	W14	W15	W16	W17	W18	W19	W20	W21	W22	W23	W24	W25	W26	W27	W28	W29	W30	W31	W32	W33	W34	W35	W36	W37	W38	W39	W40	W41	W42	W43	W44	W45	W46	W47	W48	W49	W50	W51	Pattern	Group
P595	[1-2]	[1-2]	[0-3]	[1-3]	[0-2]	[1-5]	[1-5]	[1-5]	[1-3]	[0-4]	[0-3]	[0-6]	[0-3]	[0-5]	[0-4]	[0-2]	[1-4]	[0-4]	[2-10]	[0-5]	[0-3]	[2-4]	[1-5]	[0-8]	[1-6]	[2-5]	[0-2]	[0-2]	[0-3]	[0-5]	[0-6]	[1-2]	[0-3]	[0-7]	[0-1]	[0-5]	[0-4]	[1-3]	[0-3]	[0-2]	[0-4]	[1-3]	[0-3]	[0-5]	[0-4]	[0-3]	[0-6]	[0-5]	[1-5]	[1-7]	[1-8]	[2-4]	cdc	66
P431	[1-5]	[0-8]	[2-6]	[0-7]	[3-6]	[3-5]	[2-8]	[1-6]	[2-6]	[3-7]	[1-7]	[1-6]	[0-8]	[3-4]	[1-10]	[2-5]	[2-7]	[2-5]	[3-10]	[2-9]	[2-4]	[4-9]	[2-9]	[3-7]	[2-5]	[2-9]	[1-6]	[1-6]	[2-6]	[1-9]	[0-3]	[2-7]	[1-6]	[0-11]	[2-5]	[1-6]	[4-6]	[2-5]	[1-5]	[1-7]	[1-5]	[2-9]	[0-5]	[1-5]	[1-4]	[3-5]	[1-7]	[1-5]	[2-7]	[3-7]	[1-10]	[0-6]	cdc	67
P531	[1-5]	[0-8]	[2-6]	[0-7]	[3-6]	[3-5]	[2-8]	[1-6]	[2-6]	[3-7]	[1-7]	[1-6]	[0-8]	[3-4]	[1-10]	[2-5]	[2-7]	[2-5]	[3-10]	[2-9]	[2-4]	[4-9]	[2-9]	[3-7]	[2-5]	[2-9]	[1-6]	[1-6]	[2-6]	[1-9]	[0-3]	[2-7]	[1-6]	[0-11]	[2-5]	[1-6]	[4-6]	[2-5]	[1-5]	[1-7]	[1-5]	[2-9]	[0-5]	[1-5]	[1-4]	[3-5]	[1-7]	[1-5]	[2-7]	[3-7]	[1-10]	[0-6]	cdc	67
P6	[1-5]	[0-8]	[2-6]	[0-7]	[3-6]	[3-5]	[2-8]	[1-6]	[2-6]	[3-7]	[1-7]	[1-6]	[0-8]	[3-4]	[1-10]	[2-5]	[2-7]	[2-5]	[3-10]	[2-9]	[2-4]	[4-9]	[2-9]	[3-7]	[2-5]	[2-9]	[1-6]	[1-6]	[2-6]	[1-9]	[0-3]	[2-7]	[1-6]	[0-11]	[2-5]	[1-6]	[4-6]	[2-5]	[1-5]	[1-7]	[1-5]	[2-9]	[0-5]	[1-5]	[1-4]	[3-5]	[1-7]	[1-5]	[2-7]	[3-7]	[1-10]	[0-6]	cdc	67
P201	[1-5]	[0-8]	[2-6]	[0-7]	[3-6]	[3-5]	[2-8]	[1-6]	[2-6]	[3-7]	[1-7]	[1-6]	[0-8]	[3-4]	[1-10]	[2-5]	[2-7]	[2-5]	[3-10]	[2-9]	[2-4]	[4-9]	[2-9]	[3-7]	[2-5]	[2-9]	[1-6]	[1-6]	[2-6]	[1-9]	[0-3]	[2-7]	[1-6]	[0-11]	[2-5]	[1-6]	[4-6]	[2-5]	[1-5]	[1-7]	[1-5]	[2-9]	[0-5]	[1-5]	[1-4]	[3-5]	[1-7]	[1-5]	[2-7]	[3-7]	[1-10]	[0-6]	cdc	67
P811	[1-5]	[0-8]	[2-6]	[0-7]	[3-6]	[3-5]	[2-8]	[1-6]	[2-6]	[3-7]	[1-7]	[1-6]	[0-8]	[3-4]	[1-10]	[2-5]	[2-7]	[2-5]	[3-10]	[2-9]	[2-4]	[4-9]	[2-9]	[3-7]	[2-5]	[2-9]	[1-6]	[1-6]	[2-6]	[1-9]	[0-3]	[2-7]	[1-6]	[0-11]	[2-5]	[1-6]	[4-6]	[2-5]	[1-5]	[1-7]	[1-5]	[2-9]	[0-5]	[1-5]	[1-4]	[3-5]	[1-7]	[1-5]	[2-7]	[3-7]	[1-10]	[0-6]	cdc	67
P402	[1-5]	[0-8]	[2-6]	[0-7]	[3-6]	[3-5]	[2-8]	[1-6]	[2-6]	[3-7]	[1-7]	[1-6]	[0-8]	[3-4]	[1-10]	[2-5]	[2-7]	[2-5]	[3-10]	[2-9]	[2-4]	[4-9]	[2-9]	[3-7]	[2-5]	[2-9]	[1-6]	[1-6]	[2-6]	[1-9]	[0-3]	[2-7]	[1-6]	[0-11]	[2-5]	[1-6]	[4-6]	[2-5]	[1-5]	[1-7]	[1-5]	[2-9]	[0-5]	[1-5]	[1-4]	[3-5]	[1-7]	[1-5]	[2-7]	[3-7]	[1-10]	[0-6]	cdc	67
P464	[0-4]	[1-5]	[0-6]	[0-5]	[0-4]	[0-6]	[0-5]	[0-8]	[0-4]	[0-6]	[0-6]	[0-7]	[0-6]	[0-7]	[0-5]	[0-9]	[0-9]	[0-6]	[0-6]	[0-7]	[0-6]	[0-5]	[0-9]	[0-8]	[0-6]	[0-14]	[0-6]	[0-5]	[0-4]	[0-13]	[0-5]	[0-6]	[0-6]	[0-4]	[0-5]	[0-2]	[0-5]	[0-3]	[0-4]	[0-6]	[0-5]	[0-9]	[0-8]	[0-4]	[0-7]	[0-5]	[0-7]	[0-5]	[0-7]	[0-5]	[1-9]	[0-12]	cdc	68
P307	[0-4]	[1-5]	[0-6]	[0-5]	[0-4]	[0-6]	[0-5]	[0-8]	[0-4]	[0-6]	[0-6]	[0-7]	[0-6]	[0-7]	[0-5]	[0-9]	[0-9]	[0-6]	[0-6]	[0-7]	[0-6]	[0-5]	[0-9]	[0-8]	[0-6]	[0-14]	[0-6]	[0-5]	[0-4]	[0-13]	[0-5]	[0-6]	[0-6]	[0-4]	[0-5]	[0-2]	[0-5]	[0-3]	[0-4]	[0-6]	[0-5]	[0-9]	[0-8]	[0-4]	[0-7]	[0-5]	[0-7]	[0-5]	[0-7]	[0-5]	[1-9]	[0-12]	cdc	68
P639	[0-4]	[1-5]	[0-6]	[0-5]	[0-4]	[0-6]	[0-5]	[0-8]	[0-4]	[0-6]	[0-6]	[0-7]	[0-6]	[0-7]	[0-5]	[0-9]	[0-9]	[0-6]	[0-6]	[0-7]	[0-6]	[0-5]	[0-9]	[0-8]	[0-6]	[0-14]	[0-6]	[0-5]	[0-4]	[0-13]	[0-5]	[0-6]	[0-6]	[0-4]	[0-5]	[0-2]	[0-5]	[0-3]	[0-4]	[0-6]	[0-5]	[0-9]	[0-8]	[0-4]	[0-7]	[0-5]	[0-7]	[0-5]	[0-7]	[0-5]	[1-9]	[0-12]	cdc	68
P614	[0-4]	[1-5]	[0-6]	[0-5]	[0-4]	[0-6]	[0-5]	[0-8]	[0-4]	[0-6]	[0-6]	[0-7]	[0-6]	[0-7]	[0-5]	[0-9]	[0-9]	[0-6]	[0-6]	[0-7]	[0-6]	[0-5]	[0-9]	[0-8]	[0-6]	[0-14]	[0-6]	[0-5]	[0-4]	[0-13]	[0-5]	[0-6]	[0-6]	[0-4]	[0-5]	[0-2]	[0-5]	[0-3]	[0-4]	[0-6]	[0-5]	[0-9]	[0-8]	[0-4]	[0-7]	[0-5]	[0-7]	[0-5]	[0-7]	[0-5]	[1-9]	[0-12]	cdc	68
P247	[0-4]	[1-5]	[0-6]	[0-5]	[0-4]	[0-6]	[0-5]	[0-8]	[0-4]	[0-6]	[0-6]	[0-7]	[0-6]	[0-7]	[0-5]	[0-9]	[0-9]	[0-6]	[0-6]	[0-7]	[0-6]	[0-5]	[0-9]	[0-8]	[0-6]	[0-14]	[0-6]	[0-5]	[0-4]	[0-13]	[0-5]	[0-6]	[0-6]	[0-4]	[0-5]	[0-2]	[0-5]	[0-3]	[0-4]	[0-6]	[0-5]	[0-9]	[0-8]	[0-4]	[0-7]	[0-5]	[0-7]	[0-5]	[0-7]	[0-5]	[1-9]	[0-12]	cdc	68
P587	[0-4]	[1-5]	[0-6]	[0-5]	[0-4]	[0-6]	[0-5]	[0-8]	[0-4]	[0-6]	[0-6]	[0-7]	[0-6]	[0-7]	[0-5]	[0-9]	[0-9]	[0-6]	[0-6]	[0-7]	[0-6]	[0-5]	[0-9]	[0-8]	[0-6]	[0-14]	[0-6]	[0-5]	[0-4]	[0-13]	[0-5]	[0-6]	[0-6]	[0-4]	[0-5]	[0-2]	[0-5]	[0-3]	[0-4]	[0-6]	[0-5]	[0-9]	[0-8]	[0-4]	[0-7]	[0-5]	[0-7]	[0-5]	[0-7]	[0-5]	[1-9]	[0-12]	cdc	68
P409	[7-18]	[7-14]	[10-21]	[9-17]	[5-26]	[11-18]	[6-17]	[6-20]	[6-17]	[6-14]	[7-14]	[5-22]	[4-19]	[9-20]	[11-21]	[8-16]	[8-17]	[9-25]	[10-22]	[5-24]	[9-28]	[12-25]	[12-23]	[10-23]	[12-35]	[9-24]	[4-15]	[6-15]	[4-12]	[4-9]	[2-19]	[10-19]	[9-18]	[6-18]	[5-13]	[8-12]	[5-16]	[8-18]	[7-18]	[7-21]	[5-15]	[6-17]	[8-21]	[5-12]	[7-15]	[7-13]	[9-18]	[9-23]	[9-24]	[10-16]	[6-23]	[9-26]	cdc	69
P492	[7-18]	[7-14]	[10-21]	[9-17]	[5-26]	[11-18]	[6-17]	[6-20]	[6-17]	[6-14]	[7-14]	[5-22]	[4-19]	[9-20]	[11-21]	[8-16]	[8-17]	[9-25]	[10-22]	[5-24]	[9-28]	[12-25]	[12-23]	[10-23]	[12-35]	[9-24]	[4-15]	[6-15]	[4-12]	[4-9]	[2-19]	[10-19]	[9-18]	[6-18]	[5-13]	[8-12]	[5-16]	[8-18]	[7-18]	[7-21]	[5-15]	[6-17]	[8-21]	[5-12]	[7-15]	[7-13]	[9-18]	[9-23]	[9-24]	[10-16]	[6-23]	[9-26]	cdc	69
P94	[7-18]	[7-14]	[10-21]	[9-17]	[5-26]	[11-18]	[6-17]	[6-20]	[6-17]	[6-14]	[7-14]	[5-22]	[4-19]	[9-20]	[11-21]	[8-16]	[8-17]	[9-25]	[10-22]	[5-24]	[9-28]	[12-25]	[12-23]	[10-23]	[12-35]	[9-24]	[4-15]	[6-15]	[4-12]	[4-9]	[2-19]	[10-19]	[9-18]	[6-18]	[5-13]	[8-12]	[5-16]	[8-18]	[7-18]	[7-21]	[5-15]	[6-17]	[8-21]	[5-12]	[7-15]	[7-13]	[9-18]	[9-23]	[9-24]	[10-16]	[6-23]	[9-26]	cdc	69
P403	[7-18]	[7-14]	[10-21]	[9-17]	[5-26]	[11-18]	[6-17]	[6-20]	[6-17]	[6-14]	[7-14]	[5-22]	[4-19]	[9-20]	[11-21]	[8-16]	[8-17]	[9-25]	[10-22]	[5-24]	[9-28]	[12-25]	[12-23]	[10-23]	[12-35]	[9-24]	[4-15]	[6-15]	[4-12]	[4-9]	[2-19]	[10-19]	[9-18]	[6-18]	[5-13]	[8-12]	[5-16]	[8-18]	[7-18]	[7-21]	[5-15]	[6-17]	[8-21]	[5-12]	[7-15]	[7-13]	[9-18]	[9-23]	[9-24]	[10-16]	[6-23]	[9-26]	cdc	69
P538	[7-18]	[7-14]	[10-21]	[9-17]	[5-26]	[11-18]	[6-17]	[6-20]	[6-17]	[6-14]	[7-14]	[5-22]	[4-19]	[9-20]	[11-21]	[8-16]	[8-17]	[9-25]	[10-22]	[5-24]	[9-28]	[12-25]	[12-23]	[10-23]	[12-35]	[9-24]	[4-15]	[6-15]	[4-12]	[4-9]	[2-19]	[10-19]	[9-18]	[6-18]	[5-13]	[8-12]	[5-16]	[8-18]	[7-18]	[7-21]	[5-15]	[6-17]	[8-21]	[5-12]	[7-15]	[7-13]	[9-18]	[9-23]	[9-24]	[10-16]	[6-23]	[9-26]	cdc	69
P200	[7-18]	[7-14]	[10-21]	[9-17]	[5-26]	[11-18]	[6-17]	[6-20]	[6-17]	[6-14]	[7-14]	[5-22]	[4-19]	[9-20]	[11-21]	[8-16]	[8-17]	[9-25]	[10-22]	[5-24]	[9-28]	[12-25]	[12-23]	[10-23]	[12-35]	[9-24]	[4-15]	[6-15]	[4-12]	[4-9]	[2-19]	[10-19]	[9-18]	[6-18]	[5-13]	[8-12]	[5-16]	[8-18]	[7-18]	[7-21]	[5-15]	[6-17]	[8-21]	[5-12]	[7-15]	[7-13]	[9-18]	[9-23]	[9-24]	[10-16]	[6-23]	[9-26]	cdc	69
P444	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-0]	cdc	70
P720	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-0]	cdc	70
P237	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-0]	cdc	70
P425	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-2]	[0-2]	[0-1]	[0-0]	[0-1]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-2]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-0]	[0-0]	[0-0]	[0-1]	[0-0]	[0-1]	[0-0]	cdc	70
P269	[0-2]	[0-3]	[0-4]	[0-4]	[0-1]	[0-3]	[0-4]	[0-2]	[0-2]	[0-1]	[0-0]	[0-1]	[0-3]	[0-3]	[0-4]	[0-3]	[0-5]	[1-3]	[0-4]	[0-5]	[0-2]	[0-5]	[0-7]	[1-1]	[0-5]	[2-4]	[0-5]	[0-4]	[0-2]	[0-4]	[0-4]	[1-4]	[0-3]	[0-3]	[0-5]	[0-3]	[0-2]	[1-2]	[0-5]	[0-2]	[0-3]	[0-3]	[0-3]	[0-3]	[0-3]	[0-4]	[0-5]	[1-4]	[0-2]	[0-1]	[0-5]	[0-5]	cdc	71
P389	[0-2]	[0-3]	[0-4]	[0-4]	[0-1]	[0-3]	[0-4]	[0-2]	[0-2]	[0-1]	[0-0]	[0-1]	[0-3]	[0-3]	[0-4]	[0-3]	[0-5]	[1-3]	[0-4]	[0-5]	[0-2]	[0-5]	[0-7]	[1-1]	[0-5]	[2-4]	[0-5]	[0-4]	[0-2]	[0-4]	[0-4]	[1-4]	[0-3]	[0-3]	[0-5]	[0-3]	[0-2]	[1-2]	[0-5]	[0-2]	[0-3]	[0-3]	[0-3]	[0-3]	[0-3]	[0-4]	[0-5]	[1-4]	[0-2]	[0-1]	[0-5]	[0-5]	cdc	71
P204	[0-2]	[0-3]	[0-4]	[0-4]	[0-1]	[0-3]	[0-4]	[0-2]	[0-2]	[0-1]	[0-0]	[0-1]	[0-3]	[0-3]	[0-4]	[0-3]	[0-5]	[1-3]	[0-4]	[0-5]	[0-2]	[0-5]	[0-7]	[1-1]	[0-5]	[2-4]	[0-5]	[0-4]	[0-2]	[0-4]	[0-4]	[1-4]	[0-3]	[0-3]	[0-5]	[0-3]	[0-2]	[1-2]	[0-5]	[0-2]	[0-3]	[0-3]	[0-3]	[0-3]	[0-3]	[0-4]	[0-5]	[1-4]	[0-2]	[0-1]	[0-5]	[0-5]	cdc	71
P246	[0-2]	[0-3]	[0-4]	[0-4]	[0-1]	[0-3]	[0-4]	[0-2]	[0-2]	[0-1]	[0-0]	[0-1]	[0-3]	[0-3]	[0-4]	[0-3]	[0-5]	[1-3]	[0-4]	[0-5]	[0-2]	[0-5]	[0-7]	[1-1]	[0-5]	[2-4]	[0-5]	[0-4]	[0-2]	[0-4]	[0-4]	[1-4]	[0-3]	[0-3]	[0-5]	[0-3]	[0-2]	[1-2]	[0-5]	[0-2]	[0-3]	[0-3]	[0-3]	[0-3]	[0-3]	[0-4]	[0-5]	[1-4]	[0-2]	[0-1]	[0-5]	[0-5]	cdc	71
P106	[4-11]	[1-14]	[1-14]	[5-15]	[3-17]	[5-11]	[1-10]	[4-13]	[4-11]	[5-14]	[3-18]	[5-16]	[7-14]	[2-10]	[3-12]	[1-12]	[2-14]	[2-9]	[5-11]	[5-13]	[3-10]	[2-14]	[2-15]	[5-14]	[5-17]	[8-18]	[1-10]	[3-8]	[0-9]	[3-9]	[4-14]	[2-12]	[1-10]	[2-10]	[1-12]	[2-14]	[1-9]	[3-12]	[4-11]	[2-11]	[2-9]	[2-10]	[5-11]	[2-19]	[1-10]	[3-14]	[3-10]	[4-12]	[2-15]	[1-14]	[3-14]	[2-19]	ddc	72
P199	[4-11]	[1-14]	[1-14]	[5-15]	[3-17]	[5-11]	[1-10]	[4-13]	[4-11]	[5-14]	[3-18]	[5-16]	[7-14]	[2-10]	[3-12]	[1-12]	[2-14]	[2-9]	[5-11]	[5-13]	[3-10]	[2-14]	[2-15]	[5-14]	[5-17]	[8-18]	[1-10]	[3-8]	[0-9]	[3-9]	[4-14]	[2-12]	[1-10]	[2-10]	[1-12]	[2-14]	[1-9]	[3-12]	[4-11]	[2-11]	[2-9]	[2-10]	[5-11]	[2-19]	[1-10]	[3-14]	[3-10]	[4-12]	[2-15]	[1-14]	[3-14]	[2-19]	ddc	72
P266	[4-11]	[1-14]	[1-14]	[5-15]	[3-17]	[5-11]	[1-10]	[4-13]	[4-11]	[5-14]	[3-18]	[5-16]	[7-14]	[2-10]	[3-12]	[1-12]	[2-14]	[2-9]	[5-11]	[5-13]	[3-10]	[2-14]	[2-15]	[5-14]	[5-17]	[8-18]	[1-10]	[3-8]	[0-9]	[3-9]	[4-14]	[2-12]	[1-10]	[2-10]	[1-12]	[2-14]	[1-9]	[3-12]	[4-11]	[2-11]	[2-9]	[2-10]	[5-11]	[2-19]	[1-10]	[3-14]	[3-10]	[4-12]	[2-15]	[1-14]	[3-14]	[2-19]	ddc	72
P510	[4-11]	[1-14]	[1-14]	[5-15]	[3-17]	[5-11]	[1-10]	[4-13]	[4-11]	[5-14]	[3-18]	[5-16]	[7-14]	[2-10]	[3-12]	[1-12]	[2-14]	[2-9]	[5-11]	[5-13]	[3-10]	[2-14]	[2-15]	[5-14]	[5-17]	[8-18]	[1-10]	[3-8]	[0-9]	[3-9]	[4-14]	[2-12]	[1-10]	[2-10]	[1-12]	[2-14]	[1-9]	[3-12]	[4-11]	[2-11]	[2-9]	[2-10]	[5-11]	[2-19]	[1-10]	[3-14]	[3-10]	[4-12]	[2-15]	[1-14]	[3-14]	[2-19]	ddc	72
P164	[4-11]	[1-14]	[1-14]	[5-15]	[3-17]	[5-11]	[1-10]	[4-13]	[4-11]	[5-14]	[3-18]	[5-16]	[7-14]	[2-10]	[3-12]	[1-12]	[2-14]	[2-9]	[5-11]	[5-13]	[3-10]	[2-14]	[2-15]	[5-14]	[5-17]	[8-18]	[1-10]	[3-8]	[0-9]	[3-9]	[4-14]	[2-12]	[1-10]	[2-10]	[1-12]	[2-14]	[1-9]	[3-12]	[4-11]	[2-11]	[2-9]	[2-10]	[5-11]	[2-19]	[1-10]	[3-14]	[3-10]	[4-12]	[2-15]	[1-14]	[3-14]	[2-19]	ddc	72
P267	[4-11]	[1-14]	[1-14]	[5-15]	[3-17]	[5-11]	[1-10]	[4-13]	[4-11]	[5-14]	[3-18]	[5-16]	[7-14]	[2-10]	[3-12]	[1-12]	[2-14]	[2-9]	[5-11]	[5-13]	[3-10]	[2-14]	[2-15]	[5-14]	[5-17]	[8-18]	[1-10]	[3-8]	[0-9]	[3-9]	[4-14]	[2-12]	[1-10]	[2-10]	[1-12]	[2-14]	[1-9]	[3-12]	[4-11]	[2-11]	[2-9]	[2-10]	[5-11]	[2-19]	[1-10]	[3-14]	[3-10]	[4-12]	[2-15]	[1-14]	[3-14]	[2-19]	ddc	72
P404	[4-11]	[1-14]	[1-14]	[5-15]	[3-17]	[5-11]	[1-10]	[4-13]	[4-11]	[5-14]	[3-18]	[5-16]	[7-14]	[2-10]	[3-12]	[1-12]	[2-14]	[2-9]	[5-11]	[5-13]	[3-10]	[2-14]	[2-15]	[5-14]	[5-17]	[8-18]	[1-10]	[3-8]	[0-9]	[3-9]	[4-14]	[2-12]	[1-10]	[2-10]	[1-12]	[2-14]	[1-9]	[3-12]	[4-11]	[2-11]	[2-9]	[2-10]	[5-11]	[2-19]	[1-10]	[3-14]	[3-10]	[4-12]	[2-15]	[1-14]	[3-14]	[2-19]	ddc	72
P763	[0-3]	[0-1]	[0-5]	[0-2]	[0-0]	[0-4]	[0-3]	[0-4]	[0-0]	[0-4]	[0-2]	[0-1]	[0-2]	[0-3]	[0-3]	[0-3]	[0-3]	[0-2]	[0-1]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-8]	[0-4]	[0-1]	[0-0]	[0-0]	[0-2]	[0-3]	[0-1]	[0-4]	[0-4]	[0-4]	[0-4]	[0-3]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-5]	[0-2]	[0-3]	[0-1]	[0-4]	[0-3]	[0-1]	[0-3]	ddc	73
P708	[0-3]	[0-1]	[0-5]	[0-2]	[0-0]	[0-4]	[0-3]	[0-4]	[0-0]	[0-4]	[0-2]	[0-1]	[0-2]	[0-3]	[0-3]	[0-3]	[0-3]	[0-2]	[0-1]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-8]	[0-4]	[0-1]	[0-0]	[0-0]	[0-2]	[0-3]	[0-1]	[0-4]	[0-4]	[0-4]	[0-4]	[0-3]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-5]	[0-2]	[0-3]	[0-1]	[0-4]	[0-3]	[0-1]	[0-3]	ddc	73
P473	[0-3]	[0-1]	[0-5]	[0-2]	[0-0]	[0-4]	[0-3]	[0-4]	[0-0]	[0-4]	[0-2]	[0-1]	[0-2]	[0-3]	[0-3]	[0-3]	[0-3]	[0-2]	[0-1]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-8]	[0-4]	[0-1]	[0-0]	[0-0]	[0-2]	[0-3]	[0-1]	[0-4]	[0-4]	[0-4]	[0-4]	[0-3]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-5]	[0-2]	[0-3]	[0-1]	[0-4]	[0-3]	[0-1]	[0-3]	ddc	73
P445	[0-3]	[0-1]	[0-5]	[0-2]	[0-0]	[0-4]	[0-3]	[0-4]	[0-0]	[0-4]	[0-2]	[0-1]	[0-2]	[0-3]	[0-3]	[0-3]	[0-3]	[0-2]	[0-1]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-8]	[0-4]	[0-1]	[0-0]	[0-0]	[0-2]	[0-3]	[0-1]	[0-4]	[0-4]	[0-4]	[0-4]	[0-3]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-5]	[0-2]	[0-3]	[0-1]	[0-4]	[0-3]	[0-1]	[0-3]	ddc	73
P790	[0-3]	[0-1]	[0-5]	[0-2]	[0-0]	[0-4]	[0-3]	[0-4]	[0-0]	[0-4]	[0-2]	[0-1]	[0-2]	[0-3]	[0-3]	[0-3]	[0-3]	[0-2]	[0-1]	[0-2]	[0-4]	[0-4]	[0-2]	[0-4]	[0-8]	[0-4]	[0-1]	[0-0]	[0-0]	[0-2]	[0-3]	[0-1]	[0-4]	[0-4]	[0-4]	[0-4]	[0-3]	[0-0]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-1]	[0-5]	[0-2]	[0-3]	[0-1]	[0-4]	[0-3]	[0-1]	[0-3]	ddc	73
P81	[3-6]	[2-7]	[2-4]	[2-3]	[2-3]	[2-8]	[4-8]	[2-5]	[4-5]	[2-4]	[2-3]	[5-10]	[3-7]	[1-6]	[3-6]	[0-7]	[1-5]	[3-7]	[2-7]	[3-9]	[4-8]	[3-8]	[3-5]	[3-6]	[4-6]	[2-7]	[1-4]	[1-2]	[0-6]	[3-5]	[3-8]	[3-4]	[1-6]	[2-5]	[2-7]	[1-5]	[1-3]	[4-5]	[2-5]	[2-4]	[1-4]	[1-6]	[3-7]	[4-6]	[0-8]	[2-4]	[2-3]	[3-5]	[3-4]	[3-8]	[2-5]	[2-5]	ddc	74
P117	[3-6]	[2-7]	[2-4]	[2-3]	[2-3]	[2-8]	[4-8]	[2-5]	[4-5]	[2-4]	[2-3]	[5-10]	[3-7]	[1-6]	[3-6]	[0-7]	[1-5]	[3-7]	[2-7]	[3-9]	[4-8]	[3-8]	[3-5]	[3-6]	[4-6]	[2-7]	[1-4]	[1-2]	[0-6]	[3-5]	[3-8]	[3-4]	[1-6]	[2-5]	[2-7]	[1-5]	[1-3]	[4-5]	[2-5]	[2-4]	[1-4]	[1-6]	[3-7]	[4-6]	[0-8]	[2-4]	[2-3]	[3-5]	[3-4]	[3-8]	[2-5]	[2-5]	ddc	74
P642	[3-6]	[2-7]	[2-4]	[2-3]	[2-3]	[2-8]	[4-8]	[2-5]	[4-5]	[2-4]	[2-3]	[5-10]	[3-7]	[1-6]	[3-6]	[0-7]	[1-5]	[3-7]	[2-7]	[3-9]	[4-8]	[3-8]	[3-5]	[3-6]	[4-6]	[2-7]	[1-4]	[1-2]	[0-6]	[3-5]	[3-8]	[3-4]	[1-6]	[2-5]	[2-7]	[1-5]	[1-3]	[4-5]	[2-5]	[2-4]	[1-4]	[1-6]	[3-7]	[4-6]	[0-8]	[2-4]	[2-3]	[3-5]	[3-4]	[3-8]	[2-5]	[2-5]	ddc	74
P323	[3-6]	[2-7]	[2-4]	[2-3]	[2-3]	[2-8]	[4-8]	[2-5]	[4-5]	[2-4]	[2-3]	[5-10]	[3-7]	[1-6]	[3-6]	[0-7]	[1-5]	[3-7]	[2-7]	[3-9]	[4-8]	[3-8]	[3-5]	[3-6]	[4-6]	[2-7]	[1-4]	[1-2]	[0-6]	[3-5]	[3-8]	[3-4]	[1-6]	[2-5]	[2-7]	[1-5]	[1-3]	[4-5]	[2-5]	[2-4]	[1-4]	[1-6]	[3-7]	[4-6]	[0-8]	[2-4]	[2-3]	[3-5]	[3-4]	[3-8]	[2-5]	[2-5]	ddc	74
